g_Na	g_Cl	g_K	kb	Category
53.333333333333336	8.88888888888889	14.666666666666668	7.5	SNIC-Infinity
53.333333333333336	9.444444444444445	14.666666666666668	7.5	SN-Infinity
53.333333333333336	10.0	14.666666666666668	7.5	SNIC-Infinity
26.666666666666664	5.0	18.333333333333336	7.5	no signal
26.666666666666664	5.555555555555555	18.333333333333336	7.5	no signal
26.666666666666664	6.111111111111111	18.333333333333336	7.5	no signal
26.666666666666664	6.666666666666667	18.333333333333336	7.5	no signal
26.666666666666664	7.222222222222222	18.333333333333336	7.5	no signal
26.666666666666664	7.777777777777778	18.333333333333336	7.5	no signal
26.666666666666664	8.333333333333334	18.333333333333336	7.5	no signal
26.666666666666664	8.88888888888889	18.333333333333336	7.5	no signal
26.666666666666664	9.444444444444445	18.333333333333336	7.5	no signal
26.666666666666664	10.0	18.333333333333336	7.5	no signal
29.629629629629626	5.0	18.333333333333336	7.5	SNIC-Infinity
29.629629629629626	5.555555555555555	18.333333333333336	7.5	no signal
29.629629629629626	6.111111111111111	18.333333333333336	7.5	no signal
29.629629629629626	6.666666666666667	18.333333333333336	7.5	no signal
29.629629629629626	7.222222222222222	18.333333333333336	7.5	no signal
29.629629629629626	7.777777777777778	18.333333333333336	7.5	no signal
29.629629629629626	8.333333333333334	18.333333333333336	7.5	no signal
29.629629629629626	8.88888888888889	18.333333333333336	7.5	no signal
29.629629629629626	9.444444444444445	18.333333333333336	7.5	no signal
29.629629629629626	10.0	18.333333333333336	7.5	no signal
32.592592592592595	5.0	18.333333333333336	7.5	SNIC-Infinity
32.592592592592595	5.555555555555555	18.333333333333336	7.5	SNIC-Infinity
32.592592592592595	6.111111111111111	18.333333333333336	7.5	SNIC-SNIC
32.592592592592595	6.666666666666667	18.333333333333336	7.5	no signal
32.592592592592595	7.222222222222222	18.333333333333336	7.5	no signal
32.592592592592595	7.777777777777778	18.333333333333336	7.5	no signal
32.592592592592595	8.333333333333334	18.333333333333336	7.5	no signal
32.592592592592595	8.88888888888889	18.333333333333336	7.5	no signal
32.592592592592595	9.444444444444445	18.333333333333336	7.5	no signal
32.592592592592595	10.0	18.333333333333336	7.5	no signal
35.55555555555556	5.0	18.333333333333336	7.5	SN-Infinity
35.55555555555556	5.555555555555555	18.333333333333336	7.5	SNIC-Infinity
35.55555555555556	6.111111111111111	18.333333333333336	7.5	SNIC-Infinity
